x y
56365.5 39254.9
-34356.1 25274.9
25406.6 58971
-9561.48 -85322.1
96509.2 -44958.4
-60637.4 19034.1
48394.2 92969.3
-58856.5 55082.1
-90971.6 14203.9
-5089.14 -86140.6
3267.66 674.982
-76972.2 -25887.1
67378 -34343
-7262.23 10201.4
-20483.7 64470
-35231.5 -64118.2
3724.88 30412.4
61156.7 -70868.5
-10616.7 -48404.8
-56190.7 -14107.5
6636.83 -16828.1
-95073.4 -44968.9
-23858.8 -53929.9
-89886.8 -14830.4
60273.9 5024.05
-971.037 -36458.4
-94301 22056.7
37654.4 73077.1
87713.7 -69607.8
-16721.5 -32769.9
94862.2 48047
3111.86 -1412.91
-21540.7 -35731.4
27718.6 67842.7
15863.8 71527.9
-46264.8 -77499.4
-45300.2 -41338.2
-22468.3 30841
4731.82 -12355.1
-83989.4 -34994.3
92668.9 15039.5
28547.3 98368
-62903.7 -33798.3
71445 -75190
-3406.04 -45276.5
-7959.96 -8543.84
-97229.5 95151.9
90043.2 -18770.2
-40579.5 17761.8
-50927.5 75284.2
-10710.3 2807.6
97784.8 43989.6
61469.4 -24683.5
-25169.5 -33798.8
62961.4 -9158.91
31206.9 55630.3
-94119.4 -40245.8
53998.3 -57023.1
25956 25443.3
-32213.2 -77450.1
80166.8 59826.9
14006.1 82937.2
54978.8 4049.33
