x y
56365.5 39254.9
-34356.1 25274.9
25406.6 58971
-9561.48 -85322.1
96509.2 -44958.4
-60637.4 19034.1
48394.2 92969.3
-58856.5 55082.1
-90971.6 14203.9
-5089.14 -86140.6
3267.66 674.982
-76972.2 -25887.1
67378 -34343
-7262.23 10201.4
-20483.7 64470
-35231.5 -64118.2
3724.88 30412.4
61156.7 -70868.5
-10616.7 -48404.8
-56190.7 -14107.5
6636.83 -16828.1
-95073.4 -44968.9
-23858.8 -53929.9
-89886.8 -14830.4
60273.9 5024.05
-971.037 -36458.4
-94301 22056.7
37654.4 73077.1
87713.7 -69607.8
-16721.5 -32769.9
94862.2 48047
3111.86 -1412.91
-21540.7 -35731.4
27718.6 67842.7
15863.8 71527.9
-46264.8 -77499.4
-45300.2 -41338.2
-22468.3 30841
4731.82 -12355.1
-83989.4 -34994.3
92668.9 15039.5
28547.3 98368
-62903.7 -33798.3
71445 -75190
-3406.04 -45276.5
-7959.96 -8543.84
-97229.5 95151.9
90043.2 -18770.2
-40579.5 17761.8
-50927.5 75284.2
-10710.3 2807.6
97784.8 43989.6
61469.4 -24683.5
-25169.5 -33798.8
62961.4 -9158.91
31206.9 55630.3
-94119.4 -40245.8
53998.3 -57023.1
25956 25443.3
-32213.2 -77450.1
80166.8 59826.9
14006.1 82937.2
54978.8 4049.33
-35833 -85600.8
-78188.9 13239.5
89683.4 11100.9
-83952.9 87468.3
-44909.6 77516.4
-37215.2 29921
-56282.4 -74253.8
-79237.9 74924.5
81376.5 -73357.3
-65321.3 35374.7
-30380.5 60634.7
-39182 37406.4
83184.6 -59015.2
-2766.75 -2809.27
-76078 -47788
-98759.9 -11911
-33388.8 -76948.8
-98671.5 -43705.3
34152.1 -82624.4
-56237 89242.5
94892 6547.77
19163.5 -61390.4
32294 39925.6
-86465.9 13670.5
66568.3 -51787.1
-50954.8 -63812.2
-91152.4 9863.22
73594.2 92032.2
50848 -29172.6
-10777 74770
23039.4 -9537
-37141 89650.7
13514.2 -35812.6
-54054.6 -52333.7
-18437 -10291.7
-63091.2 -23545
96256.1 56072.4
15064.6 28550.1
-4002.05 28598.7
-57779.5 -37433.8
76811.6 -8734.27
-1245.97 85659.2
-98871 -27651.8
77691.4 51976.9
43175.7 -33085.7
26746.9 -33784.9
57377.3 89605.9
-44134.2 -29108.4
-46206.7 1811.13
18557.8 35356.3
91519.4 55466.7
-88188.7 87775.5
11539 26875.9
16325.6 -92463
-44525.4 58546.1
-29896.8 -67713.8
-50188.1 68857.2
-82054.7 -49059.2
-58794.5 95636.7
-97082.3 84381.1
-37448.9 29664.6
-49403.8 -80071.6
19270.5 6461.98
-9180.03 73063.8
-91726.9 -90622.2
8420.12 99792.6
64844.5 20231.4
87568.1 -23616.5
-52892.7 3893.71
-16079.5 2581.86
-37560.2 54023.7
34868 12251.7
22880.9 52813.4
63192.5 64086.4
48450.1 66110.2
48467.5 -88998.8
-4225.11 99063.7
-69070.4 -84954.6
5525.66 21749.5
88109.2 13798.8
31127.4 -3470.67
13591.3 -4028.16
-83239.3 1159.42
72355.3 -36132
-94946.9 -43724.2
66449.9 -32507
-89700.5 1317.91
79744.7 33180.4
-45868.7 42937.2
-2733.18 -97418.6
9047.41 -54265.7
-86417.5 -95177.7
-55202 -55487.9
-80132.3 50323.6
66261.6 -92023.1
-35877.6 -2611
4506.25 77713.7
93360.8 21267
-21126.8 65716.2
85135 -16073.7
-78008 51584.9
51419.3 -67708.5
-47097.2 31163.9
65472 7034.07
-25898.9 -37261.2
9615.44 83148.5
8473.13 23198
87970.8 53271.1
67710.1 -92161.5
3594.76 33971.7
-84184.6 67717.2
-68639.3 20321.6
45430.9 -75278.5
-58411.4 -75695.9
90437.7 -73276.4
8230.38 -87570.3
78308.5 -40350.4
-55278.7 -68788.7
90813.5 -89806.7
38245.4 -35085.4
-27067.9 -52139.2
-51936.9 81405.2
71058.8 -63966.1
34676.3 38768.8
-56127.7 -61728.9
-27259.4 -40312.3
-94011.7 4101.26
80009.4 51419.2
28822.8 -78402
75723.3 19260.5
-51678.4 -16046.3
31690.3 -73369.9
43603.3 76411.6
-42158.5 34416.8
86604.8 96086.8
99331.5 -40463
-56052.4 -52605.4
-59057.8 -84993.6
-16571.6 75618.5
53775.2 27300.8
-86110.4 -73484.2
86988.5 -80122.1
30617 66997.9
71297.1 -40560.2
88595.9 47020.4
78700.4 -63082.5
-69025.9 10390.6
-36452.3 74577.4
-13197.8 21389.1
8994.26 -26593
17476 8325.73
32944 61423.6
55720.3 73886.2
76430 -60851.3
49504.7 30205.2
66449.5 63394.3
56721 53438
83272.3 -12662
20435.9 54569.4
46777.9 9031.78
1589.86 25478.3
45949.3 32564
-64131.1 -90503
7141.39 22671.1
30886.1 -83864.3
96078.1 -51637.9
24461.4 29022.1
-90214.3 -19818.3
2908.27 86215.7
19330.4 -47587
16420.9 -14220.1
-84192.7 -26858.1
-60782.2 99079.6
60479.9 59653.7
53649 7257.81
-31314.5 -44761.1
-67263.9 -85365.2
87802.8 -31395
-75868.2 -5055.76
91276 55018
11079.9 87354.1
-96619.9 -64458.7
16376.2 -86834.3
15722.9 -80715.5
99381.4 -64946.7
-28302.5 15802.3
20833.2 -12495.2
88944.2 60051
-13415.6 49424.1
19704.7 -59766.6
-43318.1 88390.3
-4527.73 -10582
